 x    Q2    WSQ   F2d_data   F2d_stat_err  F2d_sys_err    F2d_f1f217    F2d_ineft
   0.33500   7.46900  15.70688      0.21028      0.01400      0.01700          0.41799          0.21538
   0.31300   7.14400  16.56064      0.21843      0.02300      0.01700          0.44416          0.23057
   0.78500   9.04700   3.35820      0.01473      0.02100      0.02400          0.02740          0.01454
   0.73600   8.80700   4.03939      0.02261      0.01800      0.02000          0.04321          0.02280
   0.68200   8.52000   4.85302      0.03494      0.01800      0.01700          0.06666          0.03554
   0.62900   8.21400   5.72518      0.05192      0.02000      0.01600          0.09799          0.05229
   0.57700   7.88400   6.66013      0.07308      0.01900      0.01500          0.13865          0.07313
   0.52500   7.52100   7.68507      0.09731      0.01800      0.01400          0.18913          0.09836
   0.47400   7.12800   8.79033      0.12487      0.01400      0.01400          0.24863          0.12702
   0.43000   6.76100   9.84261      0.15096      0.01300      0.01400          0.30399          0.15433
   0.38200   6.31700  11.10000      0.18218      0.01400      0.01500          0.36584          0.18602
   0.35200   6.01800  11.95895      0.19458      0.02100      0.01500          0.39993          0.20630
   0.72900   6.55300   3.31638      0.02887      0.02100      0.01900          0.05511          0.02887
   0.67900   6.37400   3.89369      0.04123      0.01800      0.01700          0.08017          0.04176
   0.62500   6.16000   4.57635      0.05983      0.01800      0.01500          0.11447          0.05974
   0.56800   5.91100   5.37605      0.08168      0.01900      0.01400          0.16174          0.08352
   0.51300   5.64000   6.23451      0.11106      0.01800      0.01400          0.21795          0.11102
   0.45900   5.34800   7.18377      0.13976      0.01800      0.01300          0.28240          0.14181
   0.41600   5.08400   8.01751      0.16406      0.02000      0.01400          0.33630          0.16844
   0.38400   4.87700   8.70388      0.18520      0.10000      0.01400          0.37763          0.18901
   0.64500   4.35500   3.27729      0.06203      0.01400      0.01500          0.12135          0.06229
   0.59600   4.22900   3.74699      0.08025      0.01300      0.01400          0.16056          0.08149
   0.54300   4.08000   4.31417      0.10099      0.01200      0.01300          0.20790          0.10576
   0.50600   3.96300   4.74937      0.12097      0.02300      0.01300          0.24339          0.12477
   0.51600  13.40500  13.45404      0.08802      0.01800      0.02100          0.18408          0.09411
   0.47100  12.57300  15.00162      0.11505      0.01800      0.02100          0.25313          0.12030
   0.43600  11.89500  16.26746      0.13467      0.02200      0.02100          0.31186          0.14270
   0.41200  11.41200  17.16738      0.13544      0.09000      0.02100          0.35140          0.15888
   0.65000  13.54900   8.17597      0.03790      0.01800      0.02000          0.06819          0.03847
   0.59900  12.87500   9.49951      0.05564      0.01800      0.01900          0.10644          0.05651
   0.54600  12.12900  10.96564      0.07810      0.01700      0.01900          0.15643          0.08019
   0.49200  11.30400  12.55196      0.10675      0.01500      0.01900          0.21965          0.10936
   0.45600  10.74000  13.69299      0.12548      0.01100      0.01900          0.26797          0.13129
   0.43200  10.33800  14.47291      0.13210      0.03100      0.02000          0.30368          0.14686
   0.82000  11.88600   3.48948      0.00813      0.02900      0.02600          0.01688          0.00833
   0.77400  11.54000   4.24992      0.01336      0.02100      0.02200          0.02690          0.01376
   0.72300  11.12300   5.14186      0.02138      0.02100      0.01900          0.04255          0.02258
   0.66900  10.65000   6.14964      0.03507      0.01900      0.01800          0.06566          0.03584
   0.61700  10.16400   7.18961      0.05140      0.02000      0.01700          0.09605          0.05299
   0.56600   9.65100   8.28059      0.07306      0.01800      0.01700          0.13710          0.07430
   0.51400   9.10100   9.48558      0.09607      0.01800      0.01700          0.19298          0.10055
   0.47900   8.70300  10.34646      0.11702      0.04300      0.01700          0.23518          0.12061
   0.77900   8.81000   3.37973      0.01602      0.02100      0.02100          0.02954          0.01566
   0.72700   8.51500   4.07787      0.02522      0.02000      0.01800          0.04746          0.02504
   0.67100   8.17500   4.88866      0.03918      0.01700      0.01700          0.07375          0.03923
   0.62100   7.84500   5.66821      0.05529      0.01500      0.01600          0.10539          0.05596
   0.57300   7.50300   6.47160      0.07611      0.01900      0.01500          0.14482          0.07585
   0.53600   7.22900   7.13830      0.09342      0.05600      0.01500          0.18036          0.09370
   0.52200  13.91100  13.61878      0.08346      0.02200      0.02600          0.16294          0.09054
   0.48000  13.01800  14.98319      0.11241      0.02300      0.02600          0.23798          0.11457
   0.46000  12.57900  15.64701      0.10963      0.04500      0.02600          0.27199          0.12698
   0.69600  13.69600   6.86252      0.02486      0.02200      0.02400          0.04705          0.02628
   0.64100  12.92600   8.11972      0.04035      0.01900      0.02300          0.07598          0.04175
   0.58700  12.13300   9.41686      0.06067      0.01800      0.02300          0.11705          0.06202
   0.53800  11.37100  10.64504      0.08075      0.02000      0.02300          0.16500          0.08494
   0.49200  10.61600  11.84159      0.10780      0.02300      0.02300          0.21858          0.11020
   0.81100  11.07600   3.46157      0.00910      0.02600      0.02500          0.01896          0.00968
   0.77000  10.72000   4.08243      0.01435      0.02700      0.02200          0.02881          0.01496
   0.71200  10.20800   5.00943      0.02696      0.02200      0.02000          0.04831          0.02583
   0.64900   9.60800   6.07667      0.04170      0.02000      0.01900          0.07940          0.04314
   0.59000   9.00700   7.13946      0.06656      0.01900      0.01900          0.12082          0.06526
   0.53400   8.40400   8.21418      0.08776      0.02100      0.01900          0.17346          0.09172
   0.73500   6.72500   3.30501      0.02715      0.01700      0.01700          0.05171          0.02715
   0.68600   6.47000   3.84184      0.03877      0.02000      0.01600          0.07588          0.03952
   0.63600   6.18700   4.42134      0.05408      0.02100      0.01600          0.10697          0.05579
   0.59900   5.97000   4.87697      0.06790      0.09300      0.01600          0.13478          0.07031
   0.54600  12.82000  11.54021      0.07587      0.02700      0.02800          0.15507          0.07950
   0.80000  13.88300   4.35110      0.00916      0.02800      0.03000          0.01907          0.00937
   0.71900  12.81500   5.88872      0.02139      0.02500      0.02700          0.04185          0.02199
   0.64200  11.74700   7.43086      0.04113      0.02400      0.02600          0.07698          0.04257
   0.56900  10.67900   8.96937      0.07079      0.02400      0.02500          0.13267          0.07140
   0.78100  10.25200   3.75512      0.01376      0.02700      0.02400          0.02658          0.01385
   0.69100   9.39800   5.08293      0.03148      0.02300      0.02200          0.05919          0.03177
   0.60700   8.54300   6.41149      0.05926      0.02500      0.02100          0.11093          0.05953
   0.52900   7.68900   7.72633      0.09134      0.02900      0.02100          0.18363          0.09590
   0.58700  13.52200  10.39413      0.06120      0.06800      0.05300          0.11220          0.06069
   0.55200  12.77700  11.25009      0.07723      0.13600      0.06000          0.14908          0.07670
   0.79200  13.52600   4.43264      0.01009      0.03700      0.04700          0.02130          0.01039
   0.73600  12.68300   5.42969      0.01830      0.03700      0.04400          0.03652          0.01890
   0.68200  11.85100   6.40619      0.02856      0.03500      0.04300          0.05730          0.03111
   0.63400  11.10300   7.28997      0.04432      0.03500      0.04300          0.08277          0.04588
   0.59100  10.41500   8.08803      0.05977      0.03900      0.04400          0.11401          0.06252
   0.54500   9.68800   8.96850      0.08297      0.04600      0.04800          0.15717          0.08393
   0.50900   9.09300   9.65179      0.11166      0.09700      0.05700          0.19888          0.10321
   0.76000   7.59800   3.27972      0.02022      0.02500      0.03700          0.03882          0.02050
   0.70400   7.13600   3.88072      0.03186      0.02400      0.03600          0.06308          0.03300
   0.65600   6.72200   4.40531      0.04587      0.02200      0.03600          0.09039          0.04741
   0.61100   6.33500   4.91360      0.06529      0.02600      0.03600          0.12274          0.06422
   0.56600   5.93000   5.42739      0.08729      0.03400      0.03700          0.16338          0.08432
   0.53600   5.66000   5.78006      0.11410      0.08900      0.03900          0.19383          0.09944
   0.46900  13.07100  15.67929      0.10382      0.05400      0.06100          0.25579          0.12108
   0.43200  12.10300  16.79356      0.14880      0.05700      0.06900          0.32215          0.14511
   0.40500  11.39400  17.61969      0.17450      0.06300      0.07800          0.36440          0.16359
   0.37700  10.66300  18.50117      0.13958      0.25900      0.09000          0.40079          0.18334
   0.59600  13.52700  10.04966      0.04956      0.07200      0.04300          0.10520          0.05710
   0.54800  12.54000  11.22357      0.07337      0.07600      0.04300          0.15385          0.07882
   0.50300  11.61200  12.35384      0.09804      0.06100      0.04300          0.20629          0.10288
   0.46400  10.78000  13.33311      0.12169      0.04800      0.04400          0.25620          0.12637
   0.42900  10.02800  14.22765      0.14002      0.05700      0.04800          0.30628          0.14916
   0.40300   9.46400  14.90023      0.14535      0.09300      0.05400          0.34196          0.16689
   0.72700   7.50400   3.69823      0.02264      0.08900      0.03500          0.05134          0.02695
   0.68100   7.11900   4.21510      0.03957      0.05200      0.03500          0.07415          0.03896
   0.62400   6.64000   4.88138      0.05834      0.04900      0.03500          0.11132          0.05836
   0.56900   6.15500   5.54258      0.07728      0.04300      0.03500          0.15881          0.08207
   0.52400   5.74700   6.10091      0.10183      0.04700      0.03500          0.20517          0.10496
   0.48300   5.36600   6.62409      0.13064      0.04400      0.03500          0.25506          0.12824
   0.44400   4.99700   7.13786      0.14647      0.04400      0.03500          0.30273          0.15211
   0.40100   4.57500   7.71433      0.18064      0.03500      0.03700          0.36021          0.17980
   0.36100   4.17600   8.27222      0.20339      0.03200      0.04000          0.41003          0.20606
   0.33000   3.86100   8.71935      0.19349      0.06300      0.04800          0.44473          0.22618
   0.41800   1.68000   3.21949      0.19871      0.01500      0.00900          0.38923          0.19753
   0.36500   1.64200   3.73699      0.22101      0.01900      0.00900          0.44975          0.22439
   0.32400   1.60600   4.23115      0.25624      0.02000      0.00900          0.48138          0.24397
   0.21300   1.45700   6.26373      0.29728      0.01900      0.00900          0.56648          0.28750
   0.13400   1.25600   8.99749      0.31228      0.01900      0.01300          0.59494          0.30079
   0.08200   1.01900  12.28818      0.30991      0.01800      0.01400          0.58313          0.29209
   0.06300   0.88700  14.07272      0.29733      0.01700      0.01700          0.56158          0.28159
   0.51800   2.37600   3.09123      0.13772      0.03000      0.01200          0.27319          0.13690
   0.44700   2.32000   3.75051      0.16654      0.02200      0.01100          0.34897          0.17344
   0.40400   2.27800   4.24097      0.20217      0.01900      0.01000          0.38873          0.19634
   0.34400   2.20600   5.08715      0.22951      0.01600      0.01000          0.44195          0.22846
   0.28100   2.10500   6.26646      0.26723      0.01700      0.01000          0.51061          0.26041
   0.22900   1.99300   7.59041      0.28748      0.01700      0.01000          0.56124          0.28333
   0.18700   1.86900   9.00601      0.30441      0.01700      0.00900          0.58735          0.29786
   0.15200   1.73600  10.56541      0.31341      0.01700      0.00900          0.60792          0.30591
   0.12300   1.59200  12.23144      0.32021      0.01600      0.00800          0.61144          0.30863
   0.07800   1.27200  15.91605      0.32173      0.01600      0.02700          0.58870          0.30154
   0.59900   3.50000   3.22343      0.08376      0.02300      0.01900          0.17135          0.08671
   0.54800   3.44900   3.72515      0.10729      0.02000      0.01600          0.21762          0.10929
   0.49400   3.38500   4.34758      0.13479      0.01800      0.01400          0.26784          0.13614
   0.44000   3.31000   5.09308      0.16256      0.01600      0.01300          0.32484          0.16559
   0.37200   3.18900   6.26394      0.20748      0.01600      0.01200          0.40729          0.20501
   0.31300   3.05500   7.58574      0.23888      0.01600      0.01100          0.47160          0.23941
   0.24000   2.81900   9.80719      0.27728      0.01600      0.01100          0.54901          0.27850
   0.18500   2.57600  12.22868      0.30271      0.01600      0.01000          0.59529          0.30179
   0.15300   2.39100  14.11681      0.31699      0.01700      0.01000          0.61741          0.31129
   0.12700   2.19300  15.95507      0.31864      0.02000      0.00900          0.62393          0.31580
   0.10300   1.98300  18.14978      0.31993      0.01600      0.00900          0.62067          0.31675
   0.08300   1.75900  20.31413      0.32291      0.01700      0.02700          0.60599          0.31404
   0.06600   1.52300  22.43311      0.32904      0.02400      0.02900          0.58005          0.30793
   0.74400   7.30900   3.39528      0.02351      0.02200      0.02000          0.04557          0.02397
   0.70200   7.14000   3.91130      0.03315      0.01700      0.01700          0.06397          0.03348
   0.65800   6.95100   4.49318      0.04631      0.01500      0.01600          0.08768          0.04609
   0.61600   6.75700   5.09251      0.06039      0.01500      0.01500          0.11599          0.06087
   0.53600   6.34100   6.36958      0.09485      0.01400      0.01400          0.18789          0.09663
   0.42600   5.64800   8.49057      0.15620      0.01400      0.01300          0.31832          0.16018
   0.35300   5.09000  10.20962      0.20751      0.01400      0.01400          0.40686          0.20789
   0.26300   4.25200  12.79566      0.26252      0.01600      0.01200          0.51403          0.26509
   0.17400   3.19800  16.06167      0.32521      0.01900      0.01900          0.60626          0.30791
   0.80100  10.11100   3.39233      0.01159      0.02500      0.02400          0.02188          0.01148
   0.75800   9.87700   4.03370      0.01777      0.02000      0.01900          0.03350          0.01759
   0.69200   9.48200   5.10067      0.03156      0.01800      0.01700          0.05848          0.03140
   0.60700   8.91200   6.65040      0.05809      0.01600      0.01500          0.10879          0.05879
   0.52900   8.31400   8.28280      0.09192      0.01500      0.01400          0.17922          0.09441
   0.42100   7.33200  10.96403      0.15508      0.01500      0.01500          0.31324          0.15863
   0.35000   6.55800  13.05950      0.20257      0.01600      0.01500          0.39953          0.20660
   0.26200   5.41600  16.13611      0.26358      0.01500      0.01400          0.49793          0.26478
   0.17400   4.01800  19.95431      0.31258      0.02000      0.02200          0.59654          0.30985
   0.82000  13.90700   3.93311      0.00715      0.03000      0.02700          0.01565          0.00745
   0.78700  13.63800   4.57145      0.01058      0.02500      0.02200          0.02213          0.01092
   0.74900  13.31800   5.34340      0.01618      0.02000      0.01900          0.03185          0.01632
   0.67500  12.64300   6.96773      0.03212      0.01700      0.01500          0.05919          0.03220
   0.59600  11.84400   8.90884      0.05539      0.01600      0.01600          0.10909          0.05873
   0.52100  10.97800  10.97337      0.09095      0.01600      0.01600          0.18421          0.09402
   0.41500   9.57600  14.37905      0.15350      0.01500      0.01600          0.32500          0.15882
   0.51700   2.49600   3.21221      0.13225      0.01300      0.01000          0.26900          0.13571
   0.48500   2.43400   3.46491      0.14811      0.01500      0.00900          0.30372          0.15244
   0.42200   2.29200   4.01963      0.18422      0.01500      0.00900          0.37379          0.18676
   0.32600   2.02800   5.07321      0.23636      0.01500      0.01000          0.46161          0.23917
   0.24300   1.72700   6.26035      0.27725      0.01500      0.01000          0.54531          0.27775
   0.17300   1.39500   7.54894      0.29081      0.01600      0.01200          0.59078          0.29729
   0.71800   6.03000   3.24868      0.03218      0.02200      0.01700          0.06325          0.03296
   0.65600   5.79100   3.91710      0.05073      0.03100      0.01500          0.09795          0.05081
   0.61500   5.62300   4.40044      0.06637      0.02700      0.01400          0.12652          0.06569
   0.54400   5.30300   5.32552      0.09462      0.02300      0.01400          0.18954          0.09736
   0.43200   4.69300   7.05078      0.15752      0.02400      0.01000          0.31966          0.16065
   0.35800   4.20800   8.42654      0.20882      0.01700      0.01100          0.41254          0.20777
   0.26700   3.48800  10.45603      0.27048      0.01700      0.01300          0.52163          0.26379
   0.17600   2.59800  13.04372      0.32001      0.01700      0.02100          0.60464          0.30512
   0.78700   9.20300   3.37113      0.01355      0.02200      0.02200          0.02659          0.01409
   0.74700   8.97900   3.92144      0.02039      0.02200      0.01900          0.03896          0.02053
   0.69000   8.63300   4.75895      0.03251      0.01600      0.01700          0.06244          0.03327
   0.60900   8.09800   6.07956      0.05678      0.01500      0.01500          0.11217          0.05976
   0.53300   7.52100   7.47005      0.09380      0.01500      0.01500          0.18091          0.09436
   0.42400   6.57100   9.80700      0.15461      0.01600      0.01500          0.31298          0.15856
   0.35300   5.83600  11.57693      0.20593      0.01700      0.01300          0.40008          0.20603
   0.26400   4.77300  14.18690      0.26323      0.01700      0.01500          0.50530          0.26404
   0.17600   3.50000  17.26672      0.31086      0.02000      0.02400          0.60155          0.30793
   0.81900  12.40700   3.62232      0.00749      0.02800      0.02600          0.01688          0.00817
   0.76200  11.95400   4.61402      0.01472      0.01900      0.02100          0.02964          0.01518
   0.67800  11.23600   6.21663      0.03146      0.01700      0.01800          0.06012          0.03276
   0.59900  10.47500   7.89283      0.05695      0.01400      0.01700          0.10762          0.05927
   0.52300   9.65600   9.68707      0.09077      0.01700      0.01700          0.18175          0.09490
   0.41700   8.34900  12.55294      0.15482      0.01500      0.01700          0.31749          0.15928
   0.34700   7.35500  14.72132      0.20231      0.01800      0.01600          0.40261          0.20740
   0.25900   5.94100  17.87758      0.26316      0.01700      0.01700          0.49452          0.26633
   0.17200   4.29000  21.53222      0.30726      0.01900      0.02500          0.59399          0.31117
   0.59200  13.69400  10.31811      0.05559      0.01700      0.01900          0.10580          0.05854
   0.51700  12.54700  12.60221      0.08881      0.01800      0.01900          0.18912          0.09436
   0.41300  10.74300  16.14946      0.15396      0.01800      0.02000          0.33966          0.15884
   0.34300   9.39100  18.86836      0.19687      0.01800      0.01800          0.43008          0.20800
   0.25700   7.50200  22.56902      0.26197      0.02200      0.02000          0.49415          0.26702
   0.17100   5.35000  26.81690      0.31063      0.02500      0.02600          0.57560          0.31311
   0.70000   5.00000   3.02321      0.04069      0.01200      0.00800          0.08118          0.04172
   0.30000   2.00000   5.54702      0.25124      0.01200      0.00600          0.48898          0.25200
   0.40000   2.00000   3.88035      0.20279      0.01200      0.00600          0.40609          0.20216
   0.50000   5.00000   5.88035      0.11827      0.01100      0.00800          0.23813          0.12095
   0.22000   2.00000   7.97126      0.29570      0.01200      0.00700          0.56750          0.28686
   0.30000   5.00000  12.54702      0.23763      0.01100      0.01400          0.46878          0.24176
   0.13000   2.00000  14.26497      0.32583      0.01200      0.01100          0.61979          0.31324
   0.40000   5.00000   8.38035      0.17643      0.01000      0.00800          0.35748          0.17860
   0.50000   5.00000   5.88035      0.11816      0.00900      0.00700          0.23813          0.12095
   0.60000   5.00000   4.21369      0.07286      0.00900      0.00700          0.14493          0.07471
   0.70000   5.00000   3.02321      0.04089      0.01300      0.01000          0.08118          0.04172
   0.08900   2.00000  21.35227      0.33247      0.01200      0.01700          0.61730          0.31796
   0.30000   5.00000  12.54702      0.23802      0.01200      0.00900          0.46878          0.24176
   0.70000  10.00000   5.16607      0.02790      0.01600      0.01100          0.05356          0.02877
   0.80000  10.00100   3.38060      0.01125      0.01900      0.01500          0.02223          0.01169
   0.22000   5.00000  18.60763      0.29082      0.01200      0.01400          0.53405          0.28892
   0.50000  10.00000  10.88035      0.10235      0.01500      0.01200          0.20871          0.10660
   0.60000  10.00000   7.54702      0.05794      0.01200      0.01000          0.10849          0.05958
   0.40000   9.99900  15.87885      0.16113      0.01100      0.01300          0.35167          0.16829
   0.14000   5.00000  31.59464      0.32716      0.00700      0.02100          0.60493          0.32457
   0.30000  10.00100  24.21602      0.23158      0.01400      0.01600          0.51744          0.23751
   0.20000   1.00000   4.88035      0.29131      0.01000      0.00900          0.55855          0.28604
   0.20000   1.00000   4.88035      0.28724      0.01000      0.00700          0.55855          0.28604
   0.20000   1.00000   4.88035      0.29081      0.01000      0.00700          0.55855          0.28604
   0.20000   1.00000   4.88035      0.29246      0.01000      0.00500          0.55855          0.28604
   0.20000   1.00000   4.88035      0.29533      0.00900      0.00500          0.55855          0.28604
   0.20000   1.50000   6.88035      0.30401      0.01000      0.00900          0.57757          0.29158
   0.20000   1.50000   6.88035      0.29620      0.00800      0.00700          0.57757          0.29158
   0.20000   1.50000   6.88035      0.29847      0.00800      0.00600          0.57757          0.29158
   0.20000   1.50000   6.88035      0.30097      0.00800      0.00500          0.57757          0.29158
   0.20000   1.50000   6.88035      0.30146      0.00800      0.00500          0.57757          0.29158
   0.20000   2.50000  10.88035      0.31311      0.01500      0.01900          0.58041          0.29582
   0.20000   2.50000  10.88035      0.30273      0.00700      0.01100          0.58041          0.29582
   0.20000   2.50000  10.88035      0.29964      0.00900      0.00800          0.58041          0.29582
   0.20000   5.00000  20.88035      0.29168      0.01200      0.02100          0.55274          0.29925
   0.20000   5.00000  20.88035      0.29355      0.00900      0.01700          0.55274          0.29925
   0.20000   5.00100  20.88435      0.29346      0.00900      0.01400          0.55272          0.29925
   0.20000   5.00000  20.88035      0.29647      0.00800      0.01300          0.55274          0.29925
   0.35000   1.50000   3.66607      0.23096      0.00900      0.00700          0.46602          0.23316
   0.35000   1.50000   3.66607      0.23041      0.00900      0.00700          0.46602          0.23316
   0.35000   1.50000   3.66607      0.22922      0.00900      0.00600          0.46602          0.23316
   0.35000   1.50000   3.66607      0.23232      0.00900      0.00500          0.46602          0.23316
   0.35000   1.50000   3.66607      0.23249      0.01400      0.00500          0.46602          0.23316
   0.35000   2.50000   5.52321      0.22430      0.00900      0.00800          0.43609          0.22266
   0.35000   2.50000   5.52321      0.22132      0.00900      0.00700          0.43609          0.22266
   0.35000   2.50000   5.52321      0.22055      0.00900      0.00600          0.43609          0.22266
   0.35000   2.50000   5.52321      0.22310      0.00800      0.00500          0.43609          0.22266
   0.35000   2.50000   5.52321      0.22028      0.00900      0.00500          0.43609          0.22266
   0.35000   5.00000  10.16607      0.20817      0.01100      0.01400          0.41092          0.21006
   0.35000   5.00000  10.16607      0.20729      0.00800      0.01000          0.41092          0.21006
   0.35000   5.00000  10.16607      0.20917      0.00800      0.00800          0.41092          0.21006
   0.35000   5.00000  10.16607      0.20747      0.00800      0.00700          0.41092          0.21006
   0.50000   2.50000   3.38035      0.13995      0.01000      0.01200          0.28661          0.14401
   0.50000   2.50100   3.38135      0.14095      0.01100      0.00900          0.28659          0.14399
   0.50000   2.50000   3.38035      0.14082      0.01000      0.00600          0.28661          0.14401
   0.50000   2.50000   3.38035      0.14209      0.00800      0.00500          0.28661          0.14401
   0.50000   2.50000   3.38035      0.13956      0.00900      0.00500          0.28661          0.14401
   0.50000   5.00100   5.88135      0.11734      0.01400      0.01400          0.23812          0.12095
   0.50000   5.00100   5.88135      0.11796      0.00900      0.01000          0.23812          0.12095
   0.50000   5.00100   5.88135      0.11868      0.00900      0.00700          0.23812          0.12095
   0.50000   5.00000   5.88035      0.11696      0.00700      0.00500          0.23813          0.12095
   0.50000   7.50000   8.38035      0.10687      0.01700      0.01800          0.21675          0.11152
   0.50000   7.50000   8.38035      0.10928      0.01100      0.00800          0.21675          0.11152
   0.50000   9.99900  10.87935      0.10344      0.01300      0.02100          0.20871          0.10661
   0.50000  10.00100  10.88135      0.10272      0.01300      0.01600          0.20871          0.10660
   0.50000  10.00000  10.88035      0.10241      0.00800      0.01000          0.20871          0.10660
   0.49200   7.22000   8.33515      0.11552      0.01600      0.00900          0.22794          0.11664
   0.43200   5.68000   8.34850      0.15229      0.01500      0.00700          0.31056          0.15642
   0.41900   8.39100  12.51561      0.15306      0.02000      0.01300          0.31474          0.15792
