EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
He3_kin7.inp                                                            
                                                                        
Hall A 2018: 25 cm He3 target                                           
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  2,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00075; twall=0.00519; tbeam=0.00285; tspec=0.00759
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=111

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.923  5.42    1.59    5.08    0.80    0.00    5.89  0.838
   2.979  0.380  9.74    1.71    1.89    0.85    0.00    2.75 3.664E+00

  10.589 24.188  5.59    1.49    4.43    0.73    0.00    5.17  0.836
   3.009  0.393  9.51    1.59    1.10    0.78    0.00    1.88 3.328E+00

  10.589 24.528  5.82    1.37    3.62    0.65    0.00    4.27  0.833
   3.044  0.411  9.22    1.45    0.12    0.69    0.00    0.81 2.935E+00

  10.589 24.901  6.06    1.25    2.77    0.58    0.00    3.35  0.830
   3.080  0.430  8.91    1.33   -0.91    0.61    0.00   -0.29 2.549E+00

  10.589 25.372  6.32    1.17    2.02    0.52    0.00    2.54  0.828
   3.096  0.450  8.62    1.24   -1.82    0.56    0.00   -1.26 2.176E+00

  10.589 25.913  6.60    1.10    1.31    0.48    0.00    1.79  0.824
   3.100  0.470  8.33    1.16   -2.68    0.51    0.00   -2.17 1.830E+00

  10.589 26.399  6.87    1.03    0.62    0.44    0.00    1.06  0.822
   3.109  0.489  8.05    1.09   -3.51    0.47    0.00   -3.04 1.548E+00

  10.589 26.720  7.11    0.96   -0.11    0.41    0.00    0.30  0.822
   3.142  0.508  7.75    1.01   -4.39    0.43    0.00   -3.96 1.335E+00

  10.589 26.944  7.31    0.90   -0.78    0.38    0.00   -0.40  0.823
   3.181  0.526  7.47    0.94   -5.20    0.40    0.00   -4.80 1.174E+00

  10.589 27.266  7.53    0.85   -1.36    0.36    0.00   -1.00  0.824
   3.199  0.543  7.22    0.89   -5.90    0.38    0.00   -5.52 1.019E+00

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

