                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9995  21.7064  0.56489E+01  0.61183E+01  0.11102E-02  0.60603E+01  0.59799E+01  0.11138E-02  0.59174E+01
   10.5890   3.0378  22.0305  0.50573E+01  0.54300E+01  0.72148E-03  0.53840E+01  0.52960E+01  0.72357E-03  0.52464E+01
   10.5890   3.0792  22.4384  0.43974E+01  0.46739E+01  0.42157E-03  0.46391E+01  0.45473E+01  0.42261E-03  0.45099E+01
   10.5890   3.0965  22.9693  0.37339E+01  0.39324E+01  0.23904E-03  0.39063E+01  0.38174E+01  0.23955E-03  0.37893E+01
   10.5890   3.0993  23.5685  0.31272E+01  0.32666E+01  0.13271E-03  0.32470E+01  0.31647E+01  0.13295E-03  0.31436E+01
   10.5890   3.1104  24.1027  0.26396E+01  0.27345E+01  0.73370E-04  0.27196E+01  0.26438E+01  0.73478E-04  0.26278E+01
   10.5890   3.1484  24.4357  0.22998E+01  0.23630E+01  0.41959E-04  0.23515E+01  0.22799E+01  0.42002E-04  0.22674E+01
   10.5890   3.1880  24.6698  0.20527E+01  0.20944E+01  0.25852E-04  0.20850E+01  0.20170E+01  0.25869E-04  0.20069E+01
