EXTERNAL/TSAI:  VERSION OF 8/8/96

Marathon                                                                
H3_kin7.inp                                                             
                                                                        
Hall A 2018: 25 cm Tritium target                                       
Nominal values - not exact                                              

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  1,  3);   avgA =   3.000; amuM=  3.016; avgM=  2.809
 targ=TRITIUM; ttarg(rl)=0.00042; twall=0.00481; tbeam=0.00342; tspec=0.00732
         Nseg  =   4
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 4
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1
 DIS MODEL=**

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.589 23.934  5.42    1.38    4.56    0.72    0.01    5.28  0.843
   2.978  0.380  9.74    1.50    1.50    0.77    0.01    2.28 3.092E+00

  10.589 24.193  5.59    1.30    3.95    0.65    0.00    4.60  0.835
   3.007  0.393  9.51    1.40    0.75    0.70    0.00    1.45 2.799E+00

  10.589 24.536  5.82    1.21    3.17    0.58    0.00    3.76  0.830
   3.043  0.411  9.22    1.30   -0.19    0.63    0.00    0.44 2.450E+00

  10.589 24.905  6.06    1.12    2.35    0.52    0.00    2.88  0.822
   3.079  0.430  8.91    1.20   -1.19    0.56    0.00   -0.62 2.115E+00

  10.589 25.373  6.32    1.06    1.62    0.47    0.00    2.10  0.815
   3.095  0.450  8.62    1.13   -2.07    0.51    0.00   -1.56 1.793E+00

  10.589 25.920  6.60    1.01    0.94    0.44    0.00    1.38  0.808
   3.099  0.470  8.34    1.07   -2.89    0.47    0.00   -2.42 1.496E+00

  10.589 26.398  6.87    0.96    0.27    0.40    0.00    0.68  0.800
   3.109  0.489  8.05    1.02   -3.69    0.43    0.00   -3.26 1.259E+00

  10.589 26.716  7.11    0.90   -0.43    0.37    0.00   -0.06  0.794
   3.143  0.508  7.75    0.95   -4.54    0.40    0.00   -4.15 1.078E+00

  10.589 26.949  7.31    0.85   -1.07    0.34    0.00   -0.73  0.791
   3.181  0.526  7.47    0.90   -5.33    0.37    0.00   -4.96 9.394E-01

  10.589 27.259  7.53    0.81   -1.62    0.33    0.00   -1.29  0.788
   3.200  0.543  7.22    0.86   -5.99    0.35    0.00   -5.63 8.134E-01

  0.000 0.000  0.000 .000  0.00  0.00  0.00  0.00  0.00  0.00 0.000
                           0.00  0.00  0.00  0.00  0.00  0.00 0.000E+00

