                                           ************ internal ***************  +++++++ internal  + external ++++++++
    E        Ep      Th       s_born       s_rad        s_elas       s_dis        s_rad        s_elas       s_dis
   10.5890   2.9789  23.9227  0.36494E+01  0.38652E+01  0.17353E-03  0.38356E+01  0.37625E+01  0.17398E-03  0.37303E+01
   10.5890   3.0087  24.1879  0.33168E+01  0.34890E+01  0.11575E-03  0.34645E+01  0.33904E+01  0.11601E-03  0.33639E+01
   10.5890   3.0443  24.5278  0.29274E+01  0.30533E+01  0.68295E-04  0.30341E+01  0.29608E+01  0.68418E-04  0.29400E+01
   10.5890   3.0800  24.9007  0.25448E+01  0.26308E+01  0.37925E-04  0.26160E+01  0.25454E+01  0.37976E-04  0.25294E+01
   10.5890   3.0960  25.3719  0.21744E+01  0.22302E+01  0.20752E-04  0.22188E+01  0.21536E+01  0.20773E-04  0.21412E+01
   10.5890   3.0996  25.9135  0.18304E+01  0.18636E+01  0.11154E-04  0.18548E+01  0.17962E+01  0.11163E-04  0.17866E+01
   10.5890   3.1091  26.3988  0.15495E+01  0.15661E+01  0.61268E-05  0.15593E+01  0.15067E+01  0.61302E-05  0.14993E+01
   10.5890   3.1420  26.7197  0.13372E+01  0.13413E+01  0.35200E-05  0.13359E+01  0.12878E+01  0.35205E-05  0.12819E+01
   10.5890   3.1807  26.9438  0.11756E+01  0.11710E+01  0.22308E-05  0.11666E+01  0.11222E+01  0.22302E-05  0.11174E+01
   10.5890   3.1990  27.2658  0.10203E+01  0.10101E+01  0.15103E-05  0.10064E+01  0.96636E+00  0.15094E-05  0.96244E+00
